n	E	absM	accepted
73000000	-4.94713E+02	1.81460E+02	19672990
74000000	-4.94821E+02	1.81722E+02	19934361
75000000	-4.94938E+02	1.81947E+02	20195910
76000000	-4.94727E+02	1.81418E+02	20479469
77000000	-4.94766E+02	1.81554E+02	20745508
78000000	-4.94849E+02	1.81812E+02	21008380
79000000	-4.95038E+02	1.82264E+02	21263274
80000000	-4.94988E+02	1.82211E+02	21536982
81000000	-4.95106E+02	1.82563E+02	21796438
82000000	-4.95188E+02	1.82813E+02	22059280
83000000	-4.95125E+02	1.82655E+02	22332846
84000000	-4.95022E+02	1.82307E+02	22609499
85000000	-4.94986E+02	1.82215E+02	22880852
86000000	-4.95058E+02	1.82410E+02	23145042
87000000	-4.95122E+02	1.82567E+02	23410282
88000000	-4.95235E+02	1.82749E+02	23669920
89000000	-4.95111E+02	1.82479E+02	23949936
90000000	-4.95078E+02	1.82537E+02	24222191
91000000	-4.95139E+02	1.82601E+02	24485453
92000000	-4.95211E+02	1.82843E+02	24748380
93000000	-4.95153E+02	1.82587E+02	25022292
94000000	-4.95149E+02	1.82625E+02	25292142
95000000	-4.95303E+02	1.82966E+02	25546554
96000000	-4.95206E+02	1.82702E+02	25824426
97000000	-4.95344E+02	1.82961E+02	26081514
98000000	-4.95394E+02	1.83006E+02	26346108
99000000	-4.95357E+02	1.82855E+02	26618330
100000000	-4.95323E+02	1.82688E+02	26890425
110000000	-4.94931E+02	1.82021E+02	29618278
120000000	-4.94748E+02	1.81508E+02	32326735
130000000	-4.94947E+02	1.81959E+02	34996700
140000000	-4.94774E+02	1.81343E+02	37712414
150000000	-4.94826E+02	1.81461E+02	40400355
160000000	-4.94752E+02	1.81203E+02	43104843
170000000	-4.94973E+02	1.81532E+02	45760533
180000000	-4.95082E+02	1.81707E+02	48434602
190000000	-4.95002E+02	1.81661E+02	51139092
200000000	-4.94965E+02	1.81727E+02	53836308
210000000	-4.95113E+02	1.82118E+02	56500407
220000000	-4.95034E+02	1.81930E+02	59206926
230000000	-4.95048E+02	1.81878E+02	61894913
240000000	-4.95085E+02	1.82036E+02	64578128
250000000	-4.95076E+02	1.81995E+02	67274079
260000000	-4.95054E+02	1.81974E+02	69970212
270000000	-4.95131E+02	1.82088E+02	72640072
280000000	-4.94952E+02	1.81796E+02	75375791
290000000	-4.94800E+02	1.81427E+02	78107786
300000000	-4.94798E+02	1.81480E+02	80798485
310000000	-4.94679E+02	1.81223E+02	83526061
320000000	-4.94709E+02	1.81318E+02	86208175
330000000	-4.94637E+02	1.81240E+02	88925871
340000000	-4.94520E+02	1.80971E+02	91658091
350000000	-4.94535E+02	1.81038E+02	94347790
360000000	-4.94598E+02	1.81194E+02	97022335
370000000	-4.94527E+02	1.80974E+02	99745223
380000000	-4.94517E+02	1.80985E+02	102442135
390000000	-4.94464E+02	1.80939E+02	105159583
400000000	-4.94483E+02	1.80941E+02	107847802
410000000	-4.94602E+02	1.81221E+02	110501197
420000000	-4.94634E+02	1.81228E+02	113184768
430000000	-4.94546E+02	1.80991E+02	115915737
440000000	-4.94430E+02	1.80806E+02	118660638
450000000	-4.94489E+02	1.80824E+02	121333483
460000000	-4.94424E+02	1.80708E+02	124058488
470000000	-4.94430E+02	1.80718E+02	126752865
480000000	-4.94471E+02	1.80822E+02	129433088
490000000	-4.94430E+02	1.80738E+02	132147081
500000000	-4.94430E+02	1.80721E+02	134845606
510000000	-4.94376E+02	1.80637E+02	137566074
520000000	-4.94435E+02	1.80749E+02	140237211
530000000	-4.94438E+02	1.80724E+02	142934931
540000000	-4.94410E+02	1.80686E+02	145645897
550000000	-4.94396E+02	1.80668E+02	148351797
560000000	-4.94429E+02	1.80779E+02	151031920
570000000	-4.94422E+02	1.80749E+02	153732199
580000000	-4.94450E+02	1.80812E+02	156414165
590000000	-4.94547E+02	1.80973E+02	159058910
600000000	-4.94598E+02	1.81062E+02	161727362
610000000	-4.94602E+02	1.81090E+02	164418752
620000000	-4.94622E+02	1.81124E+02	167103779
630000000	-4.94605E+02	1.81051E+02	169807575
640000000	-4.94634E+02	1.81121E+02	172485414
650000000	-4.94706E+02	1.81275E+02	175136933
660000000	-4.94650E+02	1.81155E+02	177867585
670000000	-4.94656E+02	1.81160E+02	180556869
680000000	-4.94640E+02	1.81092E+02	183261706
690000000	-4.94681E+02	1.81197E+02	185928305
700000000	-4.94629E+02	1.81115E+02	188656269
710000000	-4.94626E+02	1.81064E+02	191353359
720000000	-4.94567E+02	1.80929E+02	194087961
730000000	-4.94605E+02	1.81038E+02	196755042
740000000	-4.94627E+02	1.81072E+02	199437541
750000000	-4.94641E+02	1.81095E+02	202121052
760000000	-4.94626E+02	1.81078E+02	204827933
770000000	-4.94603E+02	1.81057E+02	207537877
780000000	-4.94684E+02	1.81215E+02	210173935
790000000	-4.94677E+02	1.81233E+02	212875363
800000000	-4.94720E+02	1.81346E+02	215535958
810000000	-4.94646E+02	1.81172E+02	218284382
820000000	-4.94666E+02	1.81193E+02	220965670
830000000	-4.94655E+02	1.81172E+02	223668319
840000000	-4.94652E+02	1.81168E+02	226367654
850000000	-4.94599E+02	1.81055E+02	229100873
860000000	-4.94607E+02	1.81069E+02	231788713
870000000	-4.94541E+02	1.80952E+02	234539064
880000000	-4.94531E+02	1.80929E+02	237244139
890000000	-4.94501E+02	1.80866E+02	239964449
900000000	-4.94554E+02	1.80992E+02	242616625
910000000	-4.94559E+02	1.80994E+02	245307881
920000000	-4.94576E+02	1.81048E+02	247987708
930000000	-4.94583E+02	1.81104E+02	250677772
940000000	-4.94588E+02	1.81092E+02	253366237
950000000	-4.94595E+02	1.81118E+02	256057975
960000000	-4.94583E+02	1.81075E+02	258764779
970000000	-4.94566E+02	1.81023E+02	261475401
980000000	-4.94567E+02	1.81039E+02	264170272
990000000	-4.94558E+02	1.81022E+02	266876120
1000000000	-4.94576E+02	1.81071E+02	269553395
