body	t	x	y	z
8	1.880E+01	-3.529E+00	1.851E+01	1.138E-01
9	1.880E+01	2.759E+01	1.131E+01	-8.710E-01
0	1.883E+01	-3.345E-03	-6.118E-03	1.020E-04
1	1.883E+01	3.165E-01	-2.341E-01	-3.329E-02
2	1.883E+01	-6.666E-01	2.679E-01	4.214E-02
3	1.883E+01	8.636E-01	-5.271E-01	1.379E-04
4	1.883E+01	8.653E-01	-5.288E-01	2.011E-04
5	1.883E+01	1.270E+00	-5.399E-01	-4.229E-02
6	1.883E+01	3.919E+00	3.048E+00	-1.003E-01
7	1.883E+01	-5.772E+00	7.046E+00	1.077E-01
8	1.883E+01	-3.564E+00	1.850E+01	1.142E-01
9	1.883E+01	2.758E+01	1.133E+01	-8.713E-01
0	1.885E+01	-3.290E-03	-6.164E-03	1.006E-04
1	1.885E+01	3.359E-01	2.472E-02	-1.015E-02
2	1.885E+01	-7.153E-01	8.911E-02	4.249E-02
3	1.885E+01	9.314E-01	-3.875E-01	1.282E-04
4	1.885E+01	9.319E-01	-3.848E-01	-1.113E-04
5	1.885E+01	1.318E+00	-4.089E-01	-4.073E-02
6	1.885E+01	3.876E+00	3.105E+00	-9.960E-02
7	1.885E+01	-5.814E+00	7.013E+00	1.100E-01
8	1.885E+01	-3.600E+00	1.849E+01	1.146E-01
9	1.885E+01	2.757E+01	1.136E+01	-8.716E-01
0	1.888E+01	-3.235E-03	-6.210E-03	9.931E-05
1	1.888E+01	1.567E-01	2.542E-01	1.796E-02
2	1.888E+01	-7.170E-01	-9.594E-02	4.004E-02
3	1.888E+01	9.768E-01	-2.386E-01	1.097E-04
4	1.888E+01	9.742E-01	-2.390E-01	2.518E-04
5	1.888E+01	1.354E+00	-2.741E-01	-3.878E-02
6	1.888E+01	3.832E+00	3.162E+00	-9.884E-02
7	1.888E+01	-5.856E+00	6.981E+00	1.122E-01
8	1.888E+01	-3.635E+00	1.848E+01	1.150E-01
9	1.888E+01	2.755E+01	1.139E+01	-8.719E-01
0	1.890E+01	-3.178E-03	-6.256E-03	9.797E-05
1	1.890E+01	-1.426E-01	2.803E-01	3.193E-02
2	1.890E+01	-6.719E-01	-2.751E-01	3.498E-02
3	1.890E+01	9.985E-01	-8.419E-02	9.631E-05
4	1.890E+01	1.000E+00	-8.592E-02	1.656E-04
5	1.890E+01	1.378E+00	-1.369E-01	-3.647E-02
6	1.890E+01	3.787E+00	3.218E+00	-9.807E-02
7	1.890E+01	-5.897E+00	6.948E+00	1.144E-01
8	1.890E+01	-3.671E+00	1.848E+01	1.155E-01
9	1.890E+01	2.754E+01	1.141E+01	-8.722E-01
0	1.893E+01	-3.121E-03	-6.300E-03	9.661E-05
1	1.893E+01	-3.551E-01	1.038E-01	2.385E-02
2	1.893E+01	-5.832E-01	-4.367E-01	2.764E-02
3	1.893E+01	9.960E-01	7.206E-02	8.573E-05
4	1.893E+01	9.966E-01	7.468E-02	-1.492E-04
5	1.893E+01	1.388E+00	1.610E-03	-3.383E-02
6	1.893E+01	3.741E+00	3.273E+00	-9.727E-02
7	1.893E+01	-5.939E+00	6.914E+00	1.167E-01
8	1.893E+01	-3.706E+00	1.847E+01	1.159E-01
9	1.893E+01	2.753E+01	1.144E+01	-8.725E-01
0	1.895E+01	-3.064E-03	-6.344E-03	9.525E-05
1	1.895E+01	-4.039E-01	-1.331E-01	3.867E-03
2	1.895E+01	-4.567E-01	-5.704E-01	1.850E-02
3	1.895E+01	9.691E-01	2.265E-01	6.726E-05
4	1.895E+01	9.665E-01	2.261E-01	2.058E-04
5	1.895E+01	1.386E+00	1.400E-01	-3.087E-02
6	1.895E+01	3.694E+00	3.328E+00	-9.646E-02
7	1.895E+01	-5.980E+00	6.881E+00	1.189E-01
8	1.895E+01	-3.742E+00	1.846E+01	1.163E-01
9	1.895E+01	2.752E+01	1.147E+01	-8.727E-01
0	1.898E+01	-3.006E-03	-6.387E-03	9.387E-05
1	1.898E+01	-3.202E-01	-3.323E-01	-1.774E-02
2	1.898E+01	-3.010E-01	-6.676E-01	8.181E-03
3	1.898E+01	9.181E-01	3.751E-01	5.481E-05
4	1.898E+01	9.198E-01	3.734E-01	1.197E-04
5	1.898E+01	1.371E+00	2.771E-01	-2.764E-02
6	1.898E+01	3.647E+00	3.382E+00	-9.562E-02
7	1.898E+01	-6.021E+00	6.847E+00	1.211E-01
8	1.898E+01	-3.777E+00	1.845E+01	1.167E-01
9	1.898E+01	2.751E+01	1.149E+01	-8.730E-01
0	1.900E+01	-2.947E-03	-6.430E-03	9.247E-05
1	1.900E+01	-1.532E-01	-4.478E-01	-3.486E-02
2	1.900E+01	-1.260E-01	-7.223E-01	-2.663E-03
3	1.900E+01	8.443E-01	5.142E-01	4.591E-05
4	1.900E+01	8.449E-01	5.168E-01	-1.813E-04
5	1.900E+01	1.344E+00	4.117E-01	-2.416E-02
6	1.900E+01	3.599E+00	3.435E+00	-9.477E-02
7	1.900E+01	-6.062E+00	6.814E+00	1.233E-01
8	1.900E+01	-3.813E+00	1.844E+01	1.172E-01
9	1.900E+01	2.750E+01	1.152E+01	-8.733E-01
0	1.903E+01	-2.887E-03	-6.472E-03	9.106E-05
1	1.903E+01	4.988E-02	-4.577E-01	-4.360E-02
2	1.903E+01	5.684E-02	-7.311E-01	-1.333E-02
3	1.903E+01	7.493E-01	6.404E-01	3.028E-05
4	1.903E+01	7.467E-01	6.400E-01	1.673E-04
5	1.903E+01	1.306E+00	5.426E-01	-2.046E-02
6	1.903E+01	3.550E+00	3.488E+00	-9.390E-02
7	1.903E+01	-6.103E+00	6.779E+00	1.256E-01
8	1.903E+01	-3.848E+00	1.843E+01	1.176E-01
9	1.903E+01	2.749E+01	1.155E+01	-8.736E-01
0	1.905E+01	-2.827E-03	-6.514E-03	8.962E-05
1	1.905E+01	2.380E-01	-3.516E-01	-4.106E-02
2	1.905E+01	2.359E-01	-6.937E-01	-2.314E-02
3	1.905E+01	6.352E-01	7.502E-01	2.154E-05
4	1.905E+01	6.370E-01	7.485E-01	7.323E-05
5	1.905E+01	1.256E+00	6.688E-01	-1.659E-02
6	1.905E+01	3.501E+00	3.540E+00	-9.301E-02
7	1.905E+01	-6.143E+00	6.745E+00	1.278E-01
8	1.905E+01	-3.884E+00	1.842E+01	1.180E-01
9	1.905E+01	2.748E+01	1.157E+01	-8.739E-01
0	1.908E+01	-2.766E-03	-6.554E-03	8.816E-05
1	1.908E+01	3.454E-01	-1.364E-01	-2.534E-02
2	1.908E+01	3.997E-01	-6.125E-01	-3.148E-02
3	1.908E+01	5.051E-01	8.407E-01	1.676E-05
4	1.908E+01	5.057E-01	8.433E-01	-2.051E-04
5	1.908E+01	1.195E+00	7.892E-01	-1.257E-02
6	1.908E+01	3.450E+00	3.591E+00	-9.210E-02
7	1.908E+01	-6.184E+00	6.711E+00	1.300E-01
8	1.908E+01	-3.919E+00	1.841E+01	1.184E-01
9	1.908E+01	2.746E+01	1.160E+01	-8.742E-01
0	1.910E+01	-2.705E-03	-6.594E-03	8.668E-05
1	1.910E+01	2.888E-01	1.309E-01	1.526E-03
2	1.910E+01	5.380E-01	-4.928E-01	-3.780E-02
3	1.910E+01	3.619E-01	9.097E-01	6.127E-06
4	1.910E+01	3.593E-01	9.094E-01	1.483E-04
5	1.910E+01	1.124E+00	9.031E-01	-8.455E-03
6	1.910E+01	3.400E+00	3.642E+00	-9.117E-02
7	1.910E+01	-6.224E+00	6.676E+00	1.322E-01
8	1.910E+01	-3.954E+00	1.840E+01	1.189E-01
9	1.910E+01	2.745E+01	1.163E+01	-8.745E-01
0	1.913E+01	-2.642E-03	-6.634E-03	8.518E-05
1	1.913E+01	3.871E-02	2.949E-01	2.633E-02
2	1.913E+01	6.419E-01	-3.422E-01	-4.172E-02
3	1.913E+01	2.094E-01	9.551E-01	3.130E-06
4	1.913E+01	2.111E-01	9.534E-01	4.262E-05
5	1.913E+01	1.044E+00	1.010E+00	-4.267E-03
6	1.913E+01	3.348E+00	3.692E+00	-9.022E-02
7	1.913E+01	-6.264E+00	6.641E+00	1.344E-01
8	1.913E+01	-3.990E+00	1.839E+01	1.193E-01
9	1.913E+01	2.744E+01	1.165E+01	-8.748E-01
0	1.915E+01	-2.579E-03	-6.672E-03	8.365E-05
1	1.915E+01	-2.467E-01	2.252E-01	3.092E-02
2	1.915E+01	7.047E-01	-1.703E-01	-4.298E-02
3	1.915E+01	5.141E-02	9.757E-01	4.136E-06
4	1.915E+01	5.206E-02	9.783E-01	-2.184E-04
5	1.915E+01	9.562E-01	1.108E+00	-4.385E-05
6	1.915E+01	3.296E+00	3.741E+00	-8.926E-02
7	1.915E+01	-6.303E+00	6.606E+00	1.366E-01
8	1.915E+01	-4.025E+00	1.839E+01	1.197E-01
9	1.915E+01	2.743E+01	1.168E+01	-8.751E-01
0	1.918E+01	-2.516E-03	-6.710E-03	8.211E-05
1	1.918E+01	-3.933E-01	7.982E-03	1.653E-02
2	1.918E+01	7.224E-01	1.214E-02	-4.148E-02
3	1.918E+01	-1.079E-01	9.710E-01	-4.656E-07
4	1.918E+01	-1.105E-01	9.708E-01	1.516E-04
5	1.918E+01	8.606E-01	1.198E+00	4.180E-03
6	1.918E+01	3.243E+00	3.789E+00	-8.828E-02
7	1.918E+01	-6.343E+00	6.570E+00	1.388E-01
8	1.918E+01	-4.060E+00	1.838E+01	1.201E-01
9	1.918E+01	2.742E+01	1.171E+01	-8.753E-01
0	1.920E+01	-2.451E-03	-6.746E-03	8.055E-05
1	1.920E+01	-3.828E-01	-2.217E-01	-5.075E-03
2	1.920E+01	6.937E-01	1.933E-01	-3.733E-02
3	1.920E+01	-2.646E-01	9.410E-01	2.909E-06
4	1.920E+01	-2.629E-01	9.392E-01	4.124E-05
5	1.920E+01	7.585E-01	1.278E+00	8.373E-03
6	1.920E+01	3.189E+00	3.837E+00	-8.728E-02
7	1.920E+01	-6.382E+00	6.535E+00	1.410E-01
8	1.920E+01	-4.096E+00	1.837E+01	1.206E-01
9	1.920E+01	2.741E+01	1.173E+01	-8.756E-01
0	1.923E+01	-2.386E-03	-6.782E-03	7.897E-05
1	1.923E+01	-2.598E-01	-3.908E-01	-2.544E-02
2	1.923E+01	6.203E-01	3.616E-01	-3.077E-02
3	1.923E+01	-4.144E-01	8.863E-01	1.010E-05
4	1.923E+01	-4.138E-01	8.889E-01	-2.171E-04
5	1.923E+01	6.508E-01	1.350E+00	1.251E-02
6	1.923E+01	3.135E+00	3.884E+00	-8.626E-02
7	1.923E+01	-6.421E+00	6.499E+00	1.431E-01
8	1.923E+01	-4.131E+00	1.836E+01	1.210E-01
9	1.923E+01	2.740E+01	1.176E+01	-8.759E-01
0	1.925E+01	-2.321E-03	-6.817E-03	7.736E-05
1	1.925E+01	-7.250E-02	-4.657E-01	-3.957E-02
2	1.925E+01	5.066E-01	5.061E-01	-2.222E-02
3	1.925E+01	-5.536E-01	8.086E-01	1.122E-05
4	1.925E+01	-5.562E-01	8.084E-01	1.714E-04
5	1.925E+01	5.384E-01	1.411E+00	1.655E-02
6	1.925E+01	3.081E+00	3.930E+00	-8.523E-02
7	1.925E+01	-6.460E+00	6.463E+00	1.453E-01
8	1.925E+01	-4.166E+00	1.835E+01	1.214E-01
9	1.925E+01	2.738E+01	1.179E+01	-8.762E-01
0	1.928E+01	-2.255E-03	-6.851E-03	7.574E-05
1	1.928E+01	1.313E-01	-4.294E-01	-4.409E-02
2	1.928E+01	3.598E-01	6.173E-01	-1.222E-02
3	1.928E+01	-6.786E-01	7.099E-01	2.002E-05
4	1.928E+01	-6.770E-01	7.081E-01	6.852E-05
5	1.928E+01	4.221E-01	1.462E+00	2.047E-02
6	1.928E+01	3.025E+00	3.975E+00	-8.418E-02
7	1.928E+01	-6.499E+00	6.427E+00	1.475E-01
8	1.928E+01	-4.202E+00	1.834E+01	1.218E-01
9	1.928E+01	2.737E+01	1.181E+01	-8.765E-01
0	1.930E+01	-2.188E-03	-6.884E-03	7.410E-05
1	1.930E+01	2.960E-01	-2.767E-01	-3.635E-02
2	1.930E+01	1.894E-01	6.877E-01	-1.417E-03
3	1.930E+01	-7.861E-01	5.926E-01	3.223E-05
4	1.930E+01	-7.855E-01	5.952E-01	-1.972E-04
5	1.930E+01	3.029E-01	1.503E+00	2.426E-02
6	1.930E+01	2.969E+00	4.020E+00	-8.311E-02
7	1.930E+01	-6.537E+00	6.390E+00	1.497E-01
8	1.930E+01	-4.237E+00	1.833E+01	1.222E-01
9	1.930E+01	2.736E+01	1.184E+01	-8.768E-01
0	1.933E+01	-2.121E-03	-6.916E-03	7.244E-05
1	1.933E+01	3.474E-01	-2.878E-02	-1.544E-02
2	1.933E+01	6.468E-03	7.126E-01	9.483E-03
3	1.933E+01	-8.736E-01	4.601E-01	3.748E-05
4	1.933E+01	-8.762E-01	4.599E-01	1.994E-04
5	1.933E+01	1.816E-01	1.535E+00	2.788E-02
6	1.933E+01	2.913E+00	4.063E+00	-8.203E-02
7	1.933E+01	-6.576E+00	6.354E+00	1.518E-01
8	1.933E+01	-4.272E+00	1.832E+01	1.227E-01
9	1.933E+01	2.735E+01	1.187E+01	-8.770E-01
0	1.935E+01	-2.053E-03	-6.947E-03	7.077E-05
1	1.935E+01	2.073E-01	2.206E-01	1.299E-02
2	1.935E+01	-1.770E-01	6.900E-01	1.976E-02
3	1.935E+01	-9.389E-01	3.157E-01	4.953E-05
4	1.935E+01	-9.374E-01	3.138E-01	1.086E-04
5	1.935E+01	5.914E-02	1.555E+00	3.132E-02
6	1.935E+01	2.856E+00	4.106E+00	-8.093E-02
7	1.935E+01	-6.614E+00	6.317E+00	1.540E-01
8	1.935E+01	-4.307E+00	1.831E+01	1.231E-01
9	1.935E+01	2.734E+01	1.189E+01	-8.773E-01
0	1.938E+01	-1.985E-03	-6.978E-03	6.908E-05
1	1.938E+01	-8.506E-02	2.940E-01	3.106E-02
2	1.938E+01	-3.490E-01	6.215E-01	2.874E-02
3	1.938E+01	-9.805E-01	1.630E-01	6.430E-05
4	1.938E+01	-9.798E-01	1.656E-01	-1.611E-04
5	1.938E+01	-6.373E-02	1.566E+00	3.456E-02
6	1.938E+01	2.798E+00	4.148E+00	-7.981E-02
7	1.938E+01	-6.652E+00	6.280E+00	1.561E-01
8	1.938E+01	-4.343E+00	1.830E+01	1.235E-01
9	1.938E+01	2.733E+01	1.192E+01	-8.776E-01
0	1.940E+01	-1.917E-03	-7.007E-03	6.740E-05
1	1.940E+01	-3.258E-01	1.461E-01	2.671E-02
2	1.940E+01	-4.980E-01	5.114E-01	3.582E-02
3	1.940E+01	-9.974E-01	6.130E-03	7.115E-05
4	1.940E+01	-1.000E+00	5.904E-03	2.305E-04
5	1.940E+01	-1.862E-01	1.567E+00	3.758E-02
6	1.940E+01	2.740E+00	4.190E+00	-7.868E-02
7	1.940E+01	-6.689E+00	6.242E+00	1.583E-01
8	1.940E+01	-4.378E+00	1.829E+01	1.239E-01
9	1.940E+01	2.732E+01	1.195E+01	-8.779E-01
0	1.943E+01	-1.849E-03	-7.035E-03	6.571E-05
1	1.943E+01	-4.053E-01	-8.882E-02	8.092E-03
2	1.943E+01	-6.141E-01	3.669E-01	4.054E-02
3	1.943E+01	-9.896E-01	-1.511E-01	8.372E-05
4	1.943E+01	-9.881E-01	-1.530E-01	1.431E-04
5	1.943E+01	-3.076E-01	1.558E+00	4.036E-02
6	1.943E+01	2.681E+00	4.230E+00	-7.754E-02
7	1.943E+01	-6.727E+00	6.205E+00	1.604E-01
8	1.943E+01	-4.413E+00	1.828E+01	1.243E-01
9	1.943E+01	2.730E+01	1.197E+01	-8.782E-01
0	1.945E+01	-1.780E-03	-7.062E-03	6.401E-05
1	1.945E+01	-3.434E-01	-2.999E-01	-1.378E-02
2	1.945E+01	-6.898E-01	1.978E-01	4.258E-02
3	1.945E+01	-9.573E-01	-3.048E-01	9.797E-05
4	1.945E+01	-9.566E-01	-3.023E-01	-1.191E-04
5	1.945E+01	-4.270E-01	1.540E+00	4.291E-02
6	1.945E+01	2.622E+00	4.270E+00	-7.638E-02
7	1.945E+01	-6.764E+00	6.167E+00	1.626E-01
8	1.945E+01	-4.448E+00	1.827E+01	1.248E-01
9	1.945E+01	2.729E+01	1.200E+01	-8.784E-01
0	1.948E+01	-1.711E-03	-7.089E-03	6.230E-05
1	1.948E+01	-1.888E-01	-4.338E-01	-3.211E-02
2	1.948E+01	-7.201E-01	1.510E-02	4.181E-02
3	1.948E+01	-9.015E-01	-4.511E-01	1.036E-04
4	1.948E+01	-9.041E-01	-4.513E-01	2.616E-04
5	1.948E+01	-5.440E-01	1.512E+00	4.519E-02
6	1.948E+01	2.562E+00	4.309E+00	-7.520E-02
7	1.948E+01	-6.801E+00	6.129E+00	1.647E-01
8	1.948E+01	-4.483E+00	1.826E+01	1.252E-01
9	1.948E+01	2.728E+01	1.202E+01	-8.787E-01
0	1.950E+01	-1.641E-03	-7.114E-03	6.059E-05
1	1.950E+01	1.100E-02	-4.652E-01	-4.272E-02
2	1.950E+01	-7.031E-01	-1.691E-01	3.830E-02
3	1.950E+01	-8.238E-01	-5.867E-01	1.140E-04
4	1.950E+01	-8.223E-01	-5.886E-01	1.626E-04
5	1.950E+01	-6.578E-01	1.476E+00	4.722E-02
6	1.950E+01	2.502E+00	4.347E+00	-7.401E-02
7	1.950E+01	-6.837E+00	6.091E+00	1.668E-01
8	1.950E+01	-4.519E+00	1.825E+01	1.256E-01
9	1.950E+01	2.727E+01	1.205E+01	-8.790E-01
0	1.953E+01	-1.572E-03	-7.139E-03	5.888E-05
1	1.953E+01	2.066E-01	-3.818E-01	-4.257E-02
2	1.953E+01	-6.402E-01	-3.426E-01	3.229E-02
3	1.953E+01	-7.262E-01	-7.082E-01	1.249E-04
4	1.953E+01	-7.255E-01	-7.057E-01	-8.555E-05
5	1.953E+01	-7.677E-01	1.431E+00	4.897E-02
6	1.953E+01	2.441E+00	4.384E+00	-7.280E-02
7	1.953E+01	-6.874E+00	6.053E+00	1.689E-01
8	1.953E+01	-4.554E+00	1.824E+01	1.260E-01
9	1.953E+01	2.726E+01	1.208E+01	-8.793E-01
0	1.955E+01	-1.502E-03	-7.163E-03	5.715E-05
1	1.955E+01	3.359E-01	-1.855E-01	-2.943E-02
2	1.955E+01	-5.357E-01	-4.943E-01	2.417E-02
3	1.955E+01	-6.111E-01	-8.129E-01	1.268E-04
4	1.955E+01	-6.138E-01	-8.130E-01	2.886E-04
5	1.955E+01	-8.733E-01	1.377E+00	5.044E-02
6	1.955E+01	2.380E+00	4.420E+00	-7.158E-02
7	1.955E+01	-6.910E+00	6.015E+00	1.711E-01
8	1.955E+01	-4.589E+00	1.823E+01	1.264E-01
9	1.955E+01	2.724E+01	1.210E+01	-8.795E-01
0	1.958E+01	-1.432E-03	-7.187E-03	5.541E-05
1	1.958E+01	3.170E-01	8.072E-02	-4.124E-03
2	1.958E+01	-3.965E-01	-6.144E-01	1.449E-02
3	1.958E+01	-4.816E-01	-8.983E-01	1.329E-04
4	1.958E+01	-4.801E-01	-9.002E-01	1.680E-04
5	1.958E+01	-9.741E-01	1.316E+00	5.163E-02
6	1.958E+01	2.318E+00	4.456E+00	-7.035E-02
7	1.958E+01	-6.946E+00	5.976E+00	1.732E-01
8	1.958E+01	-4.624E+00	1.822E+01	1.268E-01
9	1.958E+01	2.723E+01	1.213E+01	-8.798E-01
0	1.960E+01	-1.362E-03	-7.209E-03	5.366E-05
1	1.960E+01	9.806E-02	2.799E-01	2.272E-02
2	1.960E+01	-2.318E-01	-6.954E-01	3.876E-03
3	1.960E+01	-3.406E-01	-9.626E-01	1.387E-04
4	1.960E+01	-3.398E-01	-9.601E-01	-7.074E-05
5	1.960E+01	-1.069E+00	1.248E+00	5.253E-02
6	1.960E+01	2.256E+00	4.490E+00	-6.910E-02
7	1.960E+01	-6.982E+00	5.937E+00	1.753E-01
8	1.960E+01	-4.659E+00	1.821E+01	1.273E-01
9	1.960E+01	2.722E+01	1.216E+01	-8.801E-01
0	1.963E+01	-1.291E-03	-7.231E-03	5.191E-05
1	1.963E+01	-1.984E-01	2.545E-01	3.182E-02
2	1.963E+01	-5.237E-02	-7.321E-01	-6.983E-03
3	1.963E+01	-1.916E-01	-1.004E+00	1.350E-04
4	1.963E+01	-1.942E-01	-1.004E+00	3.049E-04
5	1.963E+01	-1.159E+00	1.173E+00	5.314E-02
6	1.963E+01	2.193E+00	4.524E+00	-6.784E-02
7	1.963E+01	-7.018E+00	5.898E+00	1.774E-01
8	1.963E+01	-4.694E+00	1.819E+01	1.277E-01
9	1.963E+01	2.721E+01	1.218E+01	-8.803E-01
0	1.965E+01	-1.220E-03	-7.252E-03	5.015E-05
1	1.965E+01	-3.771E-01	5.370E-02	2.019E-02
2	1.965E+01	1.304E-01	-7.226E-01	-1.739E-02
3	1.965E+01	-3.813E-02	-1.023E+00	1.356E-04
4	1.965E+01	-3.662E-02	-1.024E+00	1.637E-04
5	1.965E+01	-1.242E+00	1.091E+00	5.346E-02
6	1.965E+01	2.130E+00	4.557E+00	-6.657E-02
7	1.965E+01	-7.053E+00	5.859E+00	1.795E-01
8	1.965E+01	-4.729E+00	1.818E+01	1.281E-01
9	1.965E+01	2.720E+01	1.221E+01	-8.806E-01
0	1.968E+01	-1.149E-03	-7.273E-03	4.837E-05
1	1.968E+01	-3.941E-01	-1.809E-01	-8.115E-04
2	1.968E+01	3.047E-01	-6.674E-01	-2.669E-02
3	1.968E+01	1.162E-01	-1.017E+00	1.353E-04
4	1.968E+01	1.170E-01	-1.014E+00	-7.759E-05
5	1.968E+01	-1.318E+00	1.003E+00	5.350E-02
6	1.968E+01	2.067E+00	4.589E+00	-6.528E-02
7	1.968E+01	-7.089E+00	5.820E+00	1.815E-01
8	1.968E+01	-4.764E+00	1.817E+01	1.285E-01
9	1.968E+01	2.719E+01	1.224E+01	-8.809E-01
0	1.970E+01	-1.078E-03	-7.293E-03	4.658E-05
1	1.970E+01	-2.890E-01	-3.651E-01	-2.187E-02
2	1.970E+01	4.596E-01	-5.702E-01	-3.429E-02
3	1.970E+01	2.679E-01	-9.877E-01	1.253E-04
4	1.970E+01	2.652E-01	-9.877E-01	3.031E-04
5	1.970E+01	-1.388E+00	9.100E-01	5.324E-02
6	1.970E+01	2.003E+00	4.620E+00	-6.398E-02
7	1.970E+01	-7.124E+00	5.780E+00	1.836E-01
8	1.970E+01	-4.799E+00	1.816E+01	1.289E-01
9	1.970E+01	2.717E+01	1.226E+01	-8.812E-01
0	1.973E+01	-1.006E-03	-7.312E-03	4.478E-05
1	1.973E+01	-1.105E-01	-4.599E-01	-3.751E-02
2	1.973E+01	5.853E-01	-4.372E-01	-3.970E-02
3	1.973E+01	4.131E-01	-9.354E-01	1.200E-04
4	1.973E+01	4.146E-01	-9.373E-01	1.521E-04
5	1.973E+01	-1.449E+00	8.119E-01	5.270E-02
6	1.973E+01	1.939E+00	4.650E+00	-6.267E-02
7	1.973E+01	-7.158E+00	5.740E+00	1.857E-01
8	1.973E+01	-4.834E+00	1.815E+01	1.293E-01
9	1.973E+01	2.716E+01	1.229E+01	-8.814E-01
0	1.975E+01	-9.332E-04	-7.330E-03	4.296E-05
1	1.975E+01	9.401E-02	-4.459E-01	-4.411E-02
2	1.975E+01	6.736E-01	-2.769E-01	-4.259E-02
3	1.975E+01	5.487E-01	-8.614E-01	1.141E-04
4	1.975E+01	5.495E-01	-8.588E-01	-1.020E-04
5	1.975E+01	-1.504E+00	7.095E-01	5.188E-02
6	1.975E+01	1.874E+00	4.679E+00	-6.135E-02
7	1.975E+01	-7.193E+00	5.700E+00	1.878E-01
8	1.975E+01	-4.869E+00	1.814E+01	1.297E-01
9	1.975E+01	2.715E+01	1.231E+01	-8.817E-01
0	1.978E+01	-8.604E-04	-7.347E-03	4.112E-05
1	1.978E+01	2.715E-01	-3.154E-01	-3.891E-02
2	1.978E+01	7.190E-01	-9.949E-02	-4.276E-02
3	1.978E+01	6.714E-01	-7.672E-01	9.869E-05
4	1.978E+01	6.687E-01	-7.673E-01	2.802E-04
5	1.978E+01	-1.550E+00	6.032E-01	5.079E-02
6	1.978E+01	1.809E+00	4.707E+00	-6.001E-02
7	1.978E+01	-7.227E+00	5.660E+00	1.898E-01
8	1.978E+01	-4.904E+00	1.813E+01	1.301E-01
9	1.978E+01	2.714E+01	1.234E+01	-8.820E-01
0	1.980E+01	-7.871E-04	-7.364E-03	3.926E-05
1	1.980E+01	3.516E-01	-8.155E-02	-2.042E-02
2	1.980E+01	7.184E-01	8.386E-02	-4.020E-02
3	1.980E+01	7.782E-01	-6.551E-01	8.839E-05
4	1.980E+01	7.795E-01	-6.571E-01	1.309E-04
5	1.980E+01	-1.588E+00	4.937E-01	4.942E-02
6	1.980E+01	1.744E+00	4.735E+00	-5.867E-02
7	1.980E+01	-7.261E+00	5.620E+00	1.919E-01
8	1.980E+01	-4.939E+00	1.812E+01	1.306E-01
9	1.980E+01	2.713E+01	1.237E+01	-8.822E-01
0	1.983E+01	-7.135E-04	-7.380E-03	3.738E-05
1	1.983E+01	2.516E-01	1.803E-01	7.623E-03
2	1.983E+01	6.716E-01	2.613E-01	-3.505E-02
3	1.983E+01	8.665E-01	-5.278E-01	7.833E-05
4	1.983E+01	8.673E-01	-5.253E-01	-1.362E-04
5	1.983E+01	-1.617E+00	3.815E-01	4.779E-02
6	1.983E+01	1.678E+00	4.761E+00	-5.731E-02
7	1.983E+01	-7.295E+00	5.579E+00	1.940E-01
8	1.983E+01	-4.974E+00	1.811E+01	1.310E-01
9	1.983E+01	2.711E+01	1.239E+01	-8.825E-01
0	1.985E+01	-6.393E-04	-7.395E-03	3.549E-05
1	1.985E+01	-2.503E-02	2.991E-01	2.928E-02
2	1.985E+01	5.816E-01	4.215E-01	-2.765E-02
3	1.985E+01	9.343E-01	-3.880E-01	5.946E-05
4	1.985E+01	9.316E-01	-3.881E-01	2.402E-04
5	1.985E+01	-1.638E+00	2.672E-01	4.590E-02
6	1.985E+01	1.612E+00	4.787E+00	-5.594E-02
7	1.985E+01	-7.329E+00	5.539E+00	1.960E-01
8	1.985E+01	-5.009E+00	1.810E+01	1.314E-01
9	1.985E+01	2.710E+01	1.242E+01	-8.827E-01
0	1.988E+01	-5.648E-04	-7.409E-03	3.359E-05
1	1.988E+01	-2.900E-01	1.857E-01	2.903E-02
2	1.988E+01	4.538E-01	5.539E-01	-1.845E-02
3	1.988E+01	9.796E-01	-2.391E-01	4.631E-05
4	1.988E+01	9.808E-01	-2.411E-01	9.605E-05
5	1.988E+01	-1.650E+00	1.515E-01	4.376E-02
6	1.988E+01	1.546E+00	4.812E+00	-5.456E-02
7	1.988E+01	-7.362E+00	5.498E+00	1.980E-01
8	1.988E+01	-5.043E+00	1.808E+01	1.318E-01
9	1.988E+01	2.709E+01	1.245E+01	-8.830E-01
0	1.990E+01	-4.900E-04	-7.421E-03	3.169E-05
1	1.990E+01	-4.012E-01	-4.318E-02	1.220E-02
2	1.990E+01	2.965E-01	6.497E-01	-8.056E-03
3	1.990E+01	1.001E+00	-8.466E-02	3.436E-05
4	1.990E+01	1.002E+00	-8.218E-02	-1.730E-04
5	1.990E+01	-1.652E+00	3.484E-02	4.139E-02
6	1.990E+01	1.479E+00	4.836E+00	-5.317E-02
7	1.990E+01	-7.395E+00	5.457E+00	2.001E-01
8	1.990E+01	-5.078E+00	1.807E+01	1.322E-01
9	1.990E+01	2.708E+01	1.247E+01	-8.833E-01
0	1.993E+01	-4.149E-04	-7.433E-03	2.977E-05
1	1.993E+01	-3.630E-01	-2.642E-01	-9.676E-03
2	1.993E+01	1.198E-01	7.026E-01	2.871E-03
3	1.993E+01	9.987E-01	7.171E-02	1.461E-05
4	1.993E+01	9.960E-01	7.163E-02	1.933E-04
