v0	t	earth_x	earth_y	U	K
1.42	3.930E+02	-4.242E+02	8.998E+01	-2.731E-07	1.303E-06
1.42	3.940E+02	-4.252E+02	9.016E+01	-2.725E-07	1.303E-06
1.42	3.950E+02	-4.261E+02	9.033E+01	-2.719E-07	1.302E-06
1.42	3.960E+02	-4.270E+02	9.050E+01	-2.713E-07	1.302E-06
1.42	3.970E+02	-4.279E+02	9.068E+01	-2.708E-07	1.301E-06
1.42	3.980E+02	-4.288E+02	9.085E+01	-2.702E-07	1.301E-06
1.42	3.990E+02	-4.297E+02	9.102E+01	-2.696E-07	1.300E-06
1.42	4.000E+02	-4.307E+02	9.119E+01	-2.690E-07	1.299E-06
1.42	4.010E+02	-4.316E+02	9.137E+01	-2.685E-07	1.299E-06
1.42	4.020E+02	-4.325E+02	9.154E+01	-2.679E-07	1.298E-06
1.42	4.030E+02	-4.334E+02	9.171E+01	-2.674E-07	1.298E-06
1.42	4.040E+02	-4.343E+02	9.189E+01	-2.668E-07	1.297E-06
1.42	4.050E+02	-4.352E+02	9.206E+01	-2.662E-07	1.297E-06
1.42	4.060E+02	-4.361E+02	9.223E+01	-2.657E-07	1.296E-06
1.42	4.070E+02	-4.370E+02	9.240E+01	-2.651E-07	1.295E-06
1.42	4.080E+02	-4.380E+02	9.258E+01	-2.646E-07	1.295E-06
1.42	4.090E+02	-4.389E+02	9.275E+01	-2.640E-07	1.294E-06
1.42	4.100E+02	-4.398E+02	9.292E+01	-2.635E-07	1.294E-06
1.42	4.110E+02	-4.407E+02	9.309E+01	-2.629E-07	1.293E-06
1.42	4.120E+02	-4.416E+02	9.327E+01	-2.624E-07	1.293E-06
1.42	4.130E+02	-4.425E+02	9.344E+01	-2.619E-07	1.292E-06
1.42	4.140E+02	-4.434E+02	9.361E+01	-2.613E-07	1.292E-06
1.42	4.150E+02	-4.443E+02	9.378E+01	-2.608E-07	1.291E-06
1.42	4.160E+02	-4.453E+02	9.396E+01	-2.603E-07	1.291E-06
1.42	4.170E+02	-4.462E+02	9.413E+01	-2.597E-07	1.290E-06
1.42	4.180E+02	-4.471E+02	9.430E+01	-2.592E-07	1.290E-06
1.42	4.190E+02	-4.480E+02	9.447E+01	-2.587E-07	1.289E-06
1.42	4.200E+02	-4.489E+02	9.464E+01	-2.582E-07	1.288E-06
1.42	4.210E+02	-4.498E+02	9.482E+01	-2.576E-07	1.288E-06
1.42	4.220E+02	-4.507E+02	9.499E+01	-2.571E-07	1.287E-06
1.42	4.230E+02	-4.516E+02	9.516E+01	-2.566E-07	1.287E-06
1.42	4.240E+02	-4.525E+02	9.533E+01	-2.561E-07	1.286E-06
1.42	4.250E+02	-4.535E+02	9.550E+01	-2.556E-07	1.286E-06
1.42	4.260E+02	-4.544E+02	9.568E+01	-2.551E-07	1.285E-06
1.42	4.270E+02	-4.553E+02	9.585E+01	-2.546E-07	1.285E-06
1.42	4.280E+02	-4.562E+02	9.602E+01	-2.541E-07	1.284E-06
1.42	4.290E+02	-4.571E+02	9.619E+01	-2.536E-07	1.284E-06
1.42	4.300E+02	-4.580E+02	9.636E+01	-2.531E-07	1.283E-06
1.42	4.310E+02	-4.589E+02	9.654E+01	-2.526E-07	1.283E-06
1.42	4.320E+02	-4.598E+02	9.671E+01	-2.521E-07	1.282E-06
1.42	4.330E+02	-4.607E+02	9.688E+01	-2.516E-07	1.282E-06
1.42	4.340E+02	-4.616E+02	9.705E+01	-2.511E-07	1.281E-06
1.42	4.350E+02	-4.625E+02	9.722E+01	-2.506E-07	1.281E-06
1.42	4.360E+02	-4.634E+02	9.739E+01	-2.501E-07	1.280E-06
1.42	4.370E+02	-4.644E+02	9.757E+01	-2.496E-07	1.280E-06
1.42	4.380E+02	-4.653E+02	9.774E+01	-2.491E-07	1.279E-06
1.42	4.390E+02	-4.662E+02	9.791E+01	-2.486E-07	1.279E-06
1.42	4.400E+02	-4.671E+02	9.808E+01	-2.482E-07	1.278E-06
1.42	4.410E+02	-4.680E+02	9.825E+01	-2.477E-07	1.278E-06
1.42	4.420E+02	-4.689E+02	9.842E+01	-2.472E-07	1.278E-06
1.42	4.430E+02	-4.698E+02	9.859E+01	-2.467E-07	1.277E-06
1.42	4.440E+02	-4.707E+02	9.877E+01	-2.462E-07	1.277E-06
1.42	4.450E+02	-4.716E+02	9.894E+01	-2.458E-07	1.276E-06
1.42	4.460E+02	-4.725E+02	9.911E+01	-2.453E-07	1.276E-06
1.42	4.470E+02	-4.734E+02	9.928E+01	-2.448E-07	1.275E-06
1.42	4.480E+02	-4.743E+02	9.945E+01	-2.444E-07	1.275E-06
1.42	4.490E+02	-4.752E+02	9.962E+01	-2.439E-07	1.274E-06
1.42	4.500E+02	-4.761E+02	9.979E+01	-2.434E-07	1.274E-06
1.42	4.510E+02	-4.770E+02	9.996E+01	-2.430E-07	1.273E-06
1.42	4.520E+02	-4.780E+02	1.001E+02	-2.425E-07	1.273E-06
1.42	4.530E+02	-4.789E+02	1.003E+02	-2.421E-07	1.272E-06
1.42	4.540E+02	-4.798E+02	1.005E+02	-2.416E-07	1.272E-06
1.42	4.550E+02	-4.807E+02	1.006E+02	-2.412E-07	1.272E-06
1.42	4.560E+02	-4.816E+02	1.008E+02	-2.407E-07	1.271E-06
1.42	4.570E+02	-4.825E+02	1.010E+02	-2.403E-07	1.271E-06
1.42	4.580E+02	-4.834E+02	1.012E+02	-2.398E-07	1.270E-06
1.42	4.590E+02	-4.843E+02	1.013E+02	-2.394E-07	1.270E-06
1.42	4.600E+02	-4.852E+02	1.015E+02	-2.389E-07	1.269E-06
1.42	4.610E+02	-4.861E+02	1.017E+02	-2.385E-07	1.269E-06
1.42	4.620E+02	-4.870E+02	1.018E+02	-2.380E-07	1.268E-06
1.42	4.630E+02	-4.879E+02	1.020E+02	-2.376E-07	1.268E-06
1.42	4.640E+02	-4.888E+02	1.022E+02	-2.372E-07	1.268E-06
1.42	4.650E+02	-4.897E+02	1.024E+02	-2.367E-07	1.267E-06
1.42	4.660E+02	-4.906E+02	1.025E+02	-2.363E-07	1.267E-06
1.42	4.670E+02	-4.915E+02	1.027E+02	-2.359E-07	1.266E-06
1.42	4.680E+02	-4.924E+02	1.029E+02	-2.354E-07	1.266E-06
1.42	4.690E+02	-4.933E+02	1.030E+02	-2.350E-07	1.265E-06
1.42	4.700E+02	-4.942E+02	1.032E+02	-2.346E-07	1.265E-06
1.42	4.710E+02	-4.951E+02	1.034E+02	-2.342E-07	1.264E-06
1.42	4.720E+02	-4.960E+02	1.035E+02	-2.337E-07	1.264E-06
1.42	4.730E+02	-4.969E+02	1.037E+02	-2.333E-07	1.264E-06
1.42	4.740E+02	-4.978E+02	1.039E+02	-2.329E-07	1.263E-06
1.42	4.750E+02	-4.987E+02	1.041E+02	-2.325E-07	1.263E-06
1.42	4.760E+02	-4.996E+02	1.042E+02	-2.320E-07	1.262E-06
1.42	4.770E+02	-5.005E+02	1.044E+02	-2.316E-07	1.262E-06
1.42	4.780E+02	-5.014E+02	1.046E+02	-2.312E-07	1.262E-06
1.42	4.790E+02	-5.023E+02	1.047E+02	-2.308E-07	1.261E-06
1.42	4.800E+02	-5.032E+02	1.049E+02	-2.304E-07	1.261E-06
1.42	4.810E+02	-5.041E+02	1.051E+02	-2.300E-07	1.260E-06
1.42	4.820E+02	-5.050E+02	1.052E+02	-2.296E-07	1.260E-06
1.42	4.830E+02	-5.059E+02	1.054E+02	-2.292E-07	1.260E-06
1.42	4.840E+02	-5.068E+02	1.056E+02	-2.288E-07	1.259E-06
1.42	4.850E+02	-5.077E+02	1.058E+02	-2.284E-07	1.259E-06
1.42	4.860E+02	-5.086E+02	1.059E+02	-2.280E-07	1.258E-06
1.42	4.870E+02	-5.095E+02	1.061E+02	-2.276E-07	1.258E-06
1.42	4.880E+02	-5.104E+02	1.063E+02	-2.272E-07	1.257E-06
1.42	4.890E+02	-5.113E+02	1.064E+02	-2.268E-07	1.257E-06
1.42	4.900E+02	-5.122E+02	1.066E+02	-2.264E-07	1.257E-06
1.42	4.910E+02	-5.131E+02	1.068E+02	-2.260E-07	1.256E-06
1.42	4.920E+02	-5.140E+02	1.069E+02	-2.256E-07	1.256E-06
1.42	4.930E+02	-5.149E+02	1.071E+02	-2.252E-07	1.256E-06
1.42	4.940E+02	-5.158E+02	1.073E+02	-2.248E-07	1.255E-06
1.42	4.950E+02	-5.167E+02	1.075E+02	-2.244E-07	1.255E-06
1.42	4.960E+02	-5.176E+02	1.076E+02	-2.240E-07	1.254E-06
1.42	4.970E+02	-5.185E+02	1.078E+02	-2.236E-07	1.254E-06
1.42	4.980E+02	-5.194E+02	1.080E+02	-2.232E-07	1.254E-06
1.42	4.990E+02	-5.203E+02	1.081E+02	-2.229E-07	1.253E-06
1.42	5.000E+02	-5.212E+02	1.083E+02	-2.225E-07	1.253E-06
1.43	0.000E+00	1.000E+00	0.000E+00	-1.184E-04	1.211E-04
1.43	1.000E+00	-2.802E+00	4.114E+00	-2.380E-05	2.661E-05
1.43	2.000E+00	-6.092E+00	5.811E+00	-1.407E-05	1.681E-05
1.43	3.000E+00	-8.955E+00	7.078E+00	-1.038E-05	1.311E-05
1.43	4.000E+00	-1.157E+01	8.147E+00	-8.368E-06	1.109E-05
1.43	5.000E+00	-1.403E+01	9.100E+00	-7.083E-06	9.807E-06
1.43	6.000E+00	-1.636E+01	9.975E+00	-6.180E-06	8.903E-06
1.43	7.000E+00	-1.861E+01	1.079E+01	-5.506E-06	8.228E-06
1.43	8.000E+00	-2.077E+01	1.157E+01	-4.981E-06	7.703E-06
1.43	9.000E+00	-2.288E+01	1.231E+01	-4.559E-06	7.280E-06
1.43	1.000E+01	-2.494E+01	1.302E+01	-4.210E-06	6.931E-06
1.43	1.100E+01	-2.695E+01	1.371E+01	-3.917E-06	6.638E-06
1.43	1.200E+01	-2.892E+01	1.438E+01	-3.667E-06	6.387E-06
1.43	1.300E+01	-3.086E+01	1.504E+01	-3.450E-06	6.171E-06
1.43	1.400E+01	-3.276E+01	1.567E+01	-3.261E-06	5.981E-06
1.43	1.500E+01	-3.465E+01	1.630E+01	-3.093E-06	5.813E-06
1.43	1.600E+01	-3.650E+01	1.691E+01	-2.944E-06	5.664E-06
1.43	1.700E+01	-3.834E+01	1.752E+01	-2.810E-06	5.530E-06
1.43	1.800E+01	-4.015E+01	1.811E+01	-2.689E-06	5.409E-06
1.43	1.900E+01	-4.195E+01	1.870E+01	-2.579E-06	5.299E-06
1.43	2.000E+01	-4.372E+01	1.928E+01	-2.478E-06	5.198E-06
1.43	2.100E+01	-4.549E+01	1.985E+01	-2.386E-06	5.106E-06
1.43	2.200E+01	-4.724E+01	2.041E+01	-2.302E-06	5.021E-06
1.43	2.300E+01	-4.897E+01	2.097E+01	-2.223E-06	4.943E-06
1.43	2.400E+01	-5.069E+01	2.153E+01	-2.151E-06	4.870E-06
1.43	2.500E+01	-5.240E+01	2.208E+01	-2.083E-06	4.802E-06
1.43	2.600E+01	-5.410E+01	2.262E+01	-2.020E-06	4.739E-06
1.43	2.700E+01	-5.579E+01	2.316E+01	-1.961E-06	4.680E-06
1.43	2.800E+01	-5.746E+01	2.370E+01	-1.905E-06	4.625E-06
1.43	2.900E+01	-5.913E+01	2.423E+01	-1.853E-06	4.573E-06
1.43	3.000E+01	-6.079E+01	2.475E+01	-1.804E-06	4.524E-06
1.43	3.100E+01	-6.244E+01	2.528E+01	-1.758E-06	4.477E-06
1.43	3.200E+01	-6.409E+01	2.580E+01	-1.714E-06	4.434E-06
1.43	3.300E+01	-6.572E+01	2.632E+01	-1.673E-06	4.392E-06
1.43	3.400E+01	-6.735E+01	2.683E+01	-1.634E-06	4.353E-06
1.43	3.500E+01	-6.897E+01	2.735E+01	-1.596E-06	4.316E-06
1.43	3.600E+01	-7.058E+01	2.786E+01	-1.561E-06	4.280E-06
1.43	3.700E+01	-7.219E+01	2.836E+01	-1.527E-06	4.246E-06
1.43	3.800E+01	-7.379E+01	2.887E+01	-1.495E-06	4.214E-06
1.43	3.900E+01	-7.539E+01	2.937E+01	-1.464E-06	4.183E-06
1.43	4.000E+01	-7.698E+01	2.987E+01	-1.434E-06	4.154E-06
1.43	4.100E+01	-7.856E+01	3.037E+01	-1.406E-06	4.125E-06
1.43	4.200E+01	-8.014E+01	3.086E+01	-1.379E-06	4.098E-06
1.43	4.300E+01	-8.172E+01	3.136E+01	-1.353E-06	4.072E-06
1.43	4.400E+01	-8.329E+01	3.185E+01	-1.328E-06	4.047E-06
1.43	4.500E+01	-8.485E+01	3.234E+01	-1.304E-06	4.024E-06
1.43	4.600E+01	-8.641E+01	3.283E+01	-1.281E-06	4.000E-06
1.43	4.700E+01	-8.797E+01	3.332E+01	-1.259E-06	3.978E-06
1.43	4.800E+01	-8.952E+01	3.380E+01	-1.238E-06	3.957E-06
1.43	4.900E+01	-9.107E+01	3.429E+01	-1.217E-06	3.936E-06
1.43	5.000E+01	-9.261E+01	3.477E+01	-1.197E-06	3.916E-06
1.43	5.100E+01	-9.415E+01	3.525E+01	-1.178E-06	3.897E-06
1.43	5.200E+01	-9.569E+01	3.573E+01	-1.159E-06	3.879E-06
1.43	5.300E+01	-9.722E+01	3.621E+01	-1.142E-06	3.861E-06
1.43	5.400E+01	-9.875E+01	3.669E+01	-1.124E-06	3.843E-06
1.43	5.500E+01	-1.003E+02	3.716E+01	-1.107E-06	3.827E-06
1.43	5.600E+01	-1.018E+02	3.764E+01	-1.091E-06	3.810E-06
1.43	5.700E+01	-1.033E+02	3.811E+01	-1.075E-06	3.795E-06
1.43	5.800E+01	-1.048E+02	3.859E+01	-1.060E-06	3.779E-06
1.43	5.900E+01	-1.064E+02	3.906E+01	-1.045E-06	3.765E-06
1.43	6.000E+01	-1.079E+02	3.953E+01	-1.031E-06	3.750E-06
1.43	6.100E+01	-1.094E+02	4.000E+01	-1.017E-06	3.736E-06
1.43	6.200E+01	-1.109E+02	4.047E+01	-1.003E-06	3.723E-06
1.43	6.300E+01	-1.124E+02	4.093E+01	-9.902E-07	3.709E-06
1.43	6.400E+01	-1.139E+02	4.140E+01	-9.774E-07	3.697E-06
1.43	6.500E+01	-1.154E+02	4.187E+01	-9.649E-07	3.684E-06
1.43	6.600E+01	-1.169E+02	4.233E+01	-9.528E-07	3.672E-06
1.43	6.700E+01	-1.184E+02	4.279E+01	-9.410E-07	3.660E-06
1.43	6.800E+01	-1.199E+02	4.326E+01	-9.294E-07	3.649E-06
1.43	6.900E+01	-1.213E+02	4.372E+01	-9.182E-07	3.637E-06
1.43	7.000E+01	-1.228E+02	4.418E+01	-9.073E-07	3.626E-06
1.43	7.100E+01	-1.243E+02	4.464E+01	-8.966E-07	3.616E-06
1.43	7.200E+01	-1.258E+02	4.510E+01	-8.862E-07	3.605E-06
1.43	7.300E+01	-1.273E+02	4.556E+01	-8.761E-07	3.595E-06
1.43	7.400E+01	-1.288E+02	4.602E+01	-8.662E-07	3.585E-06
1.43	7.500E+01	-1.302E+02	4.648E+01	-8.565E-07	3.576E-06
1.43	7.600E+01	-1.317E+02	4.693E+01	-8.471E-07	3.566E-06
1.43	7.700E+01	-1.332E+02	4.739E+01	-8.378E-07	3.557E-06
1.43	7.800E+01	-1.346E+02	4.784E+01	-8.288E-07	3.548E-06
1.43	7.900E+01	-1.361E+02	4.830E+01	-8.200E-07	3.539E-06
1.43	8.000E+01	-1.376E+02	4.875E+01	-8.114E-07	3.531E-06
1.43	8.100E+01	-1.390E+02	4.921E+01	-8.030E-07	3.522E-06
1.43	8.200E+01	-1.405E+02	4.966E+01	-7.947E-07	3.514E-06
1.43	8.300E+01	-1.420E+02	5.011E+01	-7.867E-07	3.506E-06
1.43	8.400E+01	-1.434E+02	5.056E+01	-7.788E-07	3.498E-06
1.43	8.500E+01	-1.449E+02	5.102E+01	-7.710E-07	3.490E-06
1.43	8.600E+01	-1.463E+02	5.147E+01	-7.635E-07	3.483E-06
1.43	8.700E+01	-1.478E+02	5.192E+01	-7.560E-07	3.475E-06
1.43	8.800E+01	-1.493E+02	5.237E+01	-7.488E-07	3.468E-06
1.43	8.900E+01	-1.507E+02	5.282E+01	-7.417E-07	3.461E-06
1.43	9.000E+01	-1.522E+02	5.326E+01	-7.347E-07	3.454E-06
1.43	9.100E+01	-1.536E+02	5.371E+01	-7.278E-07	3.447E-06
1.43	9.200E+01	-1.551E+02	5.416E+01	-7.211E-07	3.440E-06
1.43	9.300E+01	-1.565E+02	5.461E+01	-7.145E-07	3.434E-06
1.43	9.400E+01	-1.579E+02	5.505E+01	-7.081E-07	3.427E-06
1.43	9.500E+01	-1.594E+02	5.550E+01	-7.017E-07	3.421E-06
1.43	9.600E+01	-1.608E+02	5.595E+01	-6.955E-07	3.415E-06
1.43	9.700E+01	-1.623E+02	5.639E+01	-6.894E-07	3.409E-06
1.43	9.800E+01	-1.637E+02	5.684E+01	-6.834E-07	3.403E-06
1.43	9.900E+01	-1.651E+02	5.728E+01	-6.776E-07	3.397E-06
1.43	1.000E+02	-1.666E+02	5.773E+01	-6.718E-07	3.391E-06
1.43	1.010E+02	-1.680E+02	5.817E+01	-6.661E-07	3.385E-06
1.43	1.020E+02	-1.695E+02	5.861E+01	-6.605E-07	3.380E-06
1.43	1.030E+02	-1.709E+02	5.906E+01	-6.550E-07	3.374E-06
1.43	1.040E+02	-1.723E+02	5.950E+01	-6.497E-07	3.369E-06
1.43	1.050E+02	-1.738E+02	5.994E+01	-6.444E-07	3.364E-06
1.43	1.060E+02	-1.752E+02	6.038E+01	-6.392E-07	3.358E-06
1.43	1.070E+02	-1.766E+02	6.082E+01	-6.341E-07	3.353E-06
1.43	1.080E+02	-1.780E+02	6.126E+01	-6.290E-07	3.348E-06
1.43	1.090E+02	-1.795E+02	6.170E+01	-6.241E-07	3.343E-06
1.43	1.100E+02	-1.809E+02	6.214E+01	-6.192E-07	3.338E-06
1.43	1.110E+02	-1.823E+02	6.258E+01	-6.144E-07	3.334E-06
1.43	1.120E+02	-1.837E+02	6.302E+01	-6.097E-07	3.329E-06
1.43	1.130E+02	-1.852E+02	6.346E+01	-6.051E-07	3.324E-06
1.43	1.140E+02	-1.866E+02	6.390E+01	-6.005E-07	3.320E-06
1.43	1.150E+02	-1.880E+02	6.434E+01	-5.960E-07	3.315E-06
1.43	1.160E+02	-1.894E+02	6.478E+01	-5.916E-07	3.311E-06
1.43	1.170E+02	-1.908E+02	6.522E+01	-5.872E-07	3.306E-06
1.43	1.180E+02	-1.923E+02	6.565E+01	-5.830E-07	3.302E-06
1.43	1.190E+02	-1.937E+02	6.609E+01	-5.787E-07	3.298E-06
1.43	1.200E+02	-1.951E+02	6.653E+01	-5.746E-07	3.294E-06
1.43	1.210E+02	-1.965E+02	6.696E+01	-5.705E-07	3.290E-06
1.43	1.220E+02	-1.979E+02	6.740E+01	-5.664E-07	3.286E-06
1.43	1.230E+02	-1.993E+02	6.784E+01	-5.625E-07	3.282E-06
1.43	1.240E+02	-2.008E+02	6.827E+01	-5.585E-07	3.278E-06
1.43	1.250E+02	-2.022E+02	6.871E+01	-5.547E-07	3.274E-06
1.43	1.260E+02	-2.036E+02	6.914E+01	-5.509E-07	3.270E-06
1.43	1.270E+02	-2.050E+02	6.958E+01	-5.471E-07	3.266E-06
1.43	1.280E+02	-2.064E+02	7.001E+01	-5.434E-07	3.263E-06
1.43	1.290E+02	-2.078E+02	7.045E+01	-5.398E-07	3.259E-06
1.43	1.300E+02	-2.092E+02	7.088E+01	-5.362E-07	3.255E-06
1.43	1.310E+02	-2.106E+02	7.132E+01	-5.326E-07	3.252E-06
1.43	1.320E+02	-2.120E+02	7.175E+01	-5.291E-07	3.248E-06
1.43	1.330E+02	-2.134E+02	7.218E+01	-5.257E-07	3.245E-06
1.43	1.340E+02	-2.148E+02	7.262E+01	-5.222E-07	3.241E-06
1.43	1.350E+02	-2.162E+02	7.305E+01	-5.189E-07	3.238E-06
1.43	1.360E+02	-2.176E+02	7.348E+01	-5.156E-07	3.235E-06
1.43	1.370E+02	-2.191E+02	7.391E+01	-5.123E-07	3.231E-06
1.43	1.380E+02	-2.205E+02	7.435E+01	-5.091E-07	3.228E-06
1.43	1.390E+02	-2.219E+02	7.478E+01	-5.059E-07	3.225E-06
1.43	1.400E+02	-2.233E+02	7.521E+01	-5.027E-07	3.222E-06
1.43	1.410E+02	-2.247E+02	7.564E+01	-4.996E-07	3.219E-06
1.43	1.420E+02	-2.261E+02	7.607E+01	-4.966E-07	3.216E-06
1.43	1.430E+02	-2.275E+02	7.650E+01	-4.935E-07	3.213E-06
1.43	1.440E+02	-2.289E+02	7.693E+01	-4.905E-07	3.210E-06
1.43	1.450E+02	-2.303E+02	7.736E+01	-4.876E-07	3.207E-06
1.43	1.460E+02	-2.316E+02	7.779E+01	-4.847E-07	3.204E-06
1.43	1.470E+02	-2.330E+02	7.822E+01	-4.818E-07	3.201E-06
1.43	1.480E+02	-2.344E+02	7.865E+01	-4.789E-07	3.198E-06
1.43	1.490E+02	-2.358E+02	7.908E+01	-4.761E-07	3.195E-06
1.43	1.500E+02	-2.372E+02	7.951E+01	-4.734E-07	3.193E-06
1.43	1.510E+02	-2.386E+02	7.994E+01	-4.706E-07	3.190E-06
1.43	1.520E+02	-2.400E+02	8.037E+01	-4.679E-07	3.187E-06
1.43	1.530E+02	-2.414E+02	8.080E+01	-4.652E-07	3.184E-06
1.43	1.540E+02	-2.428E+02	8.123E+01	-4.626E-07	3.182E-06
1.43	1.550E+02	-2.442E+02	8.166E+01	-4.600E-07	3.179E-06
1.43	1.560E+02	-2.456E+02	8.209E+01	-4.574E-07	3.177E-06
1.43	1.570E+02	-2.470E+02	8.252E+01	-4.548E-07	3.174E-06
1.43	1.580E+02	-2.484E+02	8.294E+01	-4.523E-07	3.171E-06
1.43	1.590E+02	-2.498E+02	8.337E+01	-4.498E-07	3.169E-06
1.43	1.600E+02	-2.511E+02	8.380E+01	-4.473E-07	3.166E-06
1.43	1.610E+02	-2.525E+02	8.423E+01	-4.449E-07	3.164E-06
1.43	1.620E+02	-2.539E+02	8.465E+01	-4.425E-07	3.162E-06
1.43	1.630E+02	-2.553E+02	8.508E+01	-4.401E-07	3.159E-06
1.43	1.640E+02	-2.567E+02	8.551E+01	-4.377E-07	3.157E-06
1.43	1.650E+02	-2.581E+02	8.593E+01	-4.354E-07	3.155E-06
1.43	1.660E+02	-2.595E+02	8.636E+01	-4.331E-07	3.152E-06
1.43	1.670E+02	-2.609E+02	8.679E+01	-4.308E-07	3.150E-06
1.43	1.680E+02	-2.622E+02	8.721E+01	-4.286E-07	3.148E-06
1.43	1.690E+02	-2.636E+02	8.764E+01	-4.263E-07	3.145E-06
1.43	1.700E+02	-2.650E+02	8.807E+01	-4.241E-07	3.143E-06
1.43	1.710E+02	-2.664E+02	8.849E+01	-4.219E-07	3.141E-06
1.43	1.720E+02	-2.678E+02	8.892E+01	-4.198E-07	3.139E-06
1.43	1.730E+02	-2.692E+02	8.934E+01	-4.176E-07	3.137E-06
1.43	1.740E+02	-2.705E+02	8.977E+01	-4.155E-07	3.135E-06
1.43	1.750E+02	-2.719E+02	9.019E+01	-4.134E-07	3.133E-06
1.43	1.760E+02	-2.733E+02	9.062E+01	-4.113E-07	3.130E-06
1.43	1.770E+02	-2.747E+02	9.104E+01	-4.093E-07	3.128E-06
1.43	1.780E+02	-2.761E+02	9.147E+01	-4.073E-07	3.126E-06
1.43	1.790E+02	-2.774E+02	9.189E+01	-4.052E-07	3.124E-06
1.43	1.800E+02	-2.788E+02	9.232E+01	-4.032E-07	3.122E-06
1.43	1.810E+02	-2.802E+02	9.274E+01	-4.013E-07	3.120E-06
1.43	1.820E+02	-2.816E+02	9.317E+01	-3.993E-07	3.118E-06
1.43	1.830E+02	-2.830E+02	9.359E+01	-3.974E-07	3.117E-06
1.43	1.840E+02	-2.843E+02	9.401E+01	-3.955E-07	3.115E-06
1.43	1.850E+02	-2.857E+02	9.444E+01	-3.936E-07	3.113E-06
1.43	1.860E+02	-2.871E+02	9.486E+01	-3.917E-07	3.111E-06
1.43	1.870E+02	-2.885E+02	9.528E+01	-3.899E-07	3.109E-06
1.43	1.880E+02	-2.898E+02	9.571E+01	-3.880E-07	3.107E-06
1.43	1.890E+02	-2.912E+02	9.613E+01	-3.862E-07	3.105E-06
1.43	1.900E+02	-2.926E+02	9.655E+01	-3.844E-07	3.104E-06
1.43	1.910E+02	-2.940E+02	9.698E+01	-3.826E-07	3.102E-06
1.43	1.920E+02	-2.953E+02	9.740E+01	-3.808E-07	3.100E-06
1.43	1.930E+02	-2.967E+02	9.782E+01	-3.791E-07	3.098E-06
1.43	1.940E+02	-2.981E+02	9.824E+01	-3.774E-07	3.097E-06
1.43	1.950E+02	-2.995E+02	9.867E+01	-3.756E-07	3.095E-06
1.43	1.960E+02	-3.008E+02	9.909E+01	-3.739E-07	3.093E-06
1.43	1.970E+02	-3.022E+02	9.951E+01	-3.722E-07	3.091E-06
1.43	1.980E+02	-3.036E+02	9.993E+01	-3.706E-07	3.090E-06
1.43	1.990E+02	-3.049E+02	1.004E+02	-3.689E-07	3.088E-06
1.43	2.000E+02	-3.063E+02	1.008E+02	-3.673E-07	3.086E-06
1.43	2.010E+02	-3.077E+02	1.012E+02	-3.657E-07	3.085E-06
1.43	2.020E+02	-3.091E+02	1.016E+02	-3.640E-07	3.083E-06
1.43	2.030E+02	-3.104E+02	1.020E+02	-3.624E-07	3.082E-06
1.43	2.040E+02	-3.118E+02	1.025E+02	-3.609E-07	3.080E-06
1.43	2.050E+02	-3.132E+02	1.029E+02	-3.593E-07	3.078E-06
1.43	2.060E+02	-3.145E+02	1.033E+02	-3.577E-07	3.077E-06
1.43	2.070E+02	-3.159E+02	1.037E+02	-3.562E-07	3.075E-06
1.43	2.080E+02	-3.173E+02	1.041E+02	-3.547E-07	3.074E-06
1.43	2.090E+02	-3.186E+02	1.046E+02	-3.532E-07	3.072E-06
1.43	2.100E+02	-3.200E+02	1.050E+02	-3.517E-07	3.071E-06
1.43	2.110E+02	-3.214E+02	1.054E+02	-3.502E-07	3.069E-06
1.43	2.120E+02	-3.227E+02	1.058E+02	-3.487E-07	3.068E-06
1.43	2.130E+02	-3.241E+02	1.062E+02	-3.472E-07	3.066E-06
1.43	2.140E+02	-3.255E+02	1.067E+02	-3.458E-07	3.065E-06
1.43	2.150E+02	-3.268E+02	1.071E+02	-3.444E-07	3.064E-06
1.43	2.160E+02	-3.282E+02	1.075E+02	-3.429E-07	3.062E-06
1.43	2.170E+02	-3.296E+02	1.079E+02	-3.415E-07	3.061E-06
1.43	2.180E+02	-3.309E+02	1.084E+02	-3.401E-07	3.059E-06
1.43	2.190E+02	-3.323E+02	1.088E+02	-3.387E-07	3.058E-06
1.43	2.200E+02	-3.337E+02	1.092E+02	-3.373E-07	3.057E-06
1.43	2.210E+02	-3.350E+02	1.096E+02	-3.360E-07	3.055E-06
1.43	2.220E+02	-3.364E+02	1.100E+02	-3.346E-07	3.054E-06
1.43	2.230E+02	-3.378E+02	1.104E+02	-3.333E-07	3.052E-06
1.43	2.240E+02	-3.391E+02	1.109E+02	-3.320E-07	3.051E-06
1.43	2.250E+02	-3.405E+02	1.113E+02	-3.306E-07	3.050E-06
1.43	2.260E+02	-3.418E+02	1.117E+02	-3.293E-07	3.048E-06
1.43	2.270E+02	-3.432E+02	1.121E+02	-3.280E-07	3.047E-06
1.43	2.280E+02	-3.446E+02	1.125E+02	-3.267E-07	3.046E-06
1.43	2.290E+02	-3.459E+02	1.130E+02	-3.255E-07	3.045E-06
1.43	2.300E+02	-3.473E+02	1.134E+02	-3.242E-07	3.043E-06
1.43	2.310E+02	-3.487E+02	1.138E+02	-3.229E-07	3.042E-06
1.43	2.320E+02	-3.500E+02	1.142E+02	-3.217E-07	3.041E-06
